Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price
Ford,Mustang,2018,Other,Another Color,Full,2.3,Gas,Automatic,81000,Dammam,119000
Chevrolet,Silverado,2016,Gulf Arabic,White,Standard,5.3,Gas,Automatic,143000,Dammam,87000
GMC,Sierra,2018,Saudi,White,Standard,5.3,Gas,Automatic,95000,Dammam,93000
Lexus,IS,2015,Other,White,Full,2.2,Gas,Automatic,94000,Dammam,102000
Ford,Taurus,2018,Other,Black,Full,3.5,Gas,Automatic,92000,Dammam,93000
Kia,Cerato,2016,Saudi,Silver,Standard,1.6,Gas,Automatic,74000,Dammam,36000
Ford,Taurus,2018,Other,Black,Semi Full,3.5,Gas,Automatic,118000,Dammam,88000
Chevrolet,Tahoe,2018,Other,Black,Semi Full,3.0,Gas,Automatic,127000,Dammam,159000
Hyundai,H1,2016,Saudi,Another Color,Semi Full,2.4,Gas,Automatic,76000,Dammam,59000
Lexus,IS,2017,Other,White,Full,3.0,Gas,Automatic,90000,Dammam,117000
Toyota,Prado,2016,Gulf Arabic,White,Full,3.8,Gas,Automatic,168000,Riyadh,109500
Nissan,Altima,2017,Saudi,Another Color,Standard,2.5,Gas,Automatic,105000,Riyadh,35000
Toyota,Prado,2018,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,24000,Riyadh,140000
Ford,Explorer,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,127000,Riyadh,88000
Jeep,Cherokee,2019,Other,White,Semi Full,2.4,Gas,Automatic,55000,Riyadh,75000
Volkswagen,Golf,2016,Gulf Arabic,White,Full,2.0,Gas,Automatic,111000,Riyadh,65000
Nissan,Sunny,2011,Saudi,White,Standard,1.5,Gas,Automatic,182000,Jubail,15000
Jeep,Wrangler,2020,Other,Black,Full,3.6,Gas,Automatic,17000,Riyadh,185000
Kia,Cadenza,2020,Saudi,Silver,Standard,3.5,Gas,Automatic,5000,Jeddah,108000
Hyundai,Azera,2020,Saudi,Another Color,Standard,3.5,Gas,Automatic,39000,Jeddah,99000
Changan,CS75,2021,Saudi,Red,Standard,1.6,Gas,Automatic,8000,Jeddah,62000
Jaguar,F Type,2018,Saudi,Black,Full,3.0,Gas,Automatic,40000,Dammam,235000
Mazda,CX9,2020,Saudi,White,Full,2.5,Gas,Automatic,30877,Jeddah,135000
Kia,Sportage,2018,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,77000,Riyadh,58000
Hyundai,Tucson,2016,Saudi,White,Standard,2.0,Gas,Automatic,155000,Dammam,45000
Mitsubishi,Outlander,2020,Saudi,White,Semi Full,2.4,Gas,Automatic,43000,Qassim,1625
Kia,Cerato,2016,Other,Black,Full,2.0,Gas,Automatic,89000,Jeddah,40000
Mazda,6,2018,Gulf Arabic,Grey,Standard,2.0,Gas,Automatic,71000,Qassim,65000
Land Rover,Range Rover,2014,Saudi,Bronze,Full,5.0,Gas,Automatic,106000,Dammam,250000
Mazda,6,2018,Other,Another Color,Standard,2.0,Gas,Automatic,71000,Qassim,62000
Lexus,UX,2019,Saudi,White,Standard,2.0,Gas,Automatic,45000,Jeddah,130000
Land Rover,Range Rover,2016,Saudi,Red,Semi Full,4.0,Gas,Automatic,72000,Makkah,280000
Mazda,6,2016,Gulf Arabic,White,Standard,2.0,Gas,Automatic,196000,Qassim,50000
Nissan,Sentra,2016,Gulf Arabic,Silver,Standard,1.6,Gas,Automatic,93000,Qassim,33000
Isuzu,Dyna,2014,Gulf Arabic,White,Full,6.0,Diesel,Manual,460000,Qassim,120000
Hyundai,Senta fe,2016,Gulf Arabic,Red,Semi Full,3.3,Gas,Automatic,138675,Qassim,60000
Chevrolet,Blazer,2008,Saudi,Another Color,Full,3.6,Gas,Automatic,220000,Jeddah,18000
Ford,Expedition,2012,Saudi,Grey,Standard,5.4,Gas,Automatic,350000,Jeddah,30000
Mazda,6,2006,Saudi,Silver,Standard,1.6,Gas,Automatic,288000,Dammam,11000
Hyundai,Coupe S,2010,Saudi,Grey,Full,3.8,Gas,Automatic,240,Najran,25000
Mercedes,E,2008,Other,Navy,Full,3.5,Gas,Automatic,243000,Dammam,25000
Jaguar,F-Pace,2019,Saudi,Blue,Full,2.5,Gas,Automatic,27000,Riyadh,185000
Toyota,Hilux,2016,Gulf Arabic,White,Full,1.6,Gas,Manual,120,Qurayyat,60000
Mercedes,GLE,2018,Saudi,Black,Full,3.5,Gas,Automatic,21000,Jeddah,272000
Lexus,RX,2015,Saudi,Another Color,Full,3.5,Gas,Automatic,49000,Jeddah,123000
Ford,Taurus,2019,Saudi,Black,Standard,2.0,Gas,Automatic,26000,Jeddah,84000
Hyundai,Tucson,2019,Saudi,Red,Semi Full,2.0,Gas,Automatic,21000,Jeddah,75000
Hyundai,Tucson,2018,Saudi,Grey,Standard,2.0,Gas,Automatic,96000,Jeddah,64000
Hyundai,Elantra,2020,Saudi,Another Color,Full,2.0,Gas,Automatic,44000,Jeddah,61000
Kia,Sportage,2019,Saudi,Another Color,Standard,1.6,Gas,Automatic,61000,Jeddah,59000
Hyundai,Tucson,2017,Saudi,Navy,Standard,2.0,Gas,Automatic,124000,Jeddah,58500
Hyundai,Sonata,2019,Saudi,White,Standard,2.4,Gas,Automatic,106000,Jeddah,56000
Toyota,Camry,2016,Saudi,Blue,Full,2.5,Gas,Automatic,164000,Jeddah,51000
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,119000,Jeddah,48000
Hyundai,Sonata,2017,Saudi,Grey,Standard,2.4,Gas,Automatic,173000,Jeddah,44000
Toyota,Corolla,2018,Saudi,Another Color,Standard,1.6,Gas,Automatic,138000,Jeddah,43000
Kia,Optima,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,116000,Jeddah,42000
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,44000,Jeddah,39000
Hyundai,Elantra,2017,Saudi,White,Standard,2.0,Gas,Automatic,137000,Jeddah,39000
Hyundai,Accent,2018,Saudi,Black,Full,1.6,Gas,Automatic,130000,Jeddah,38500
Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,55000,Jeddah,37000
Hyundai,Elantra,2017,Saudi,White,Standard,2.0,Gas,Automatic,145000,Jeddah,37000
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,72000,Jeddah,36500
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,92000,Jeddah,36000
Toyota,Yaris,2018,Saudi,White,Standard,1.5,Gas,Automatic,79000,Jeddah,36000
Kia,Rio,2019,Saudi,White,Standard,1.4,Gas,Automatic,85000,Jeddah,35500
Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,80000,Jeddah,35500
Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,86000,Jeddah,35500
Kia,Rio,2019,Saudi,White,Standard,1.4,Gas,Automatic,79000,Jeddah,31000
Hyundai,Accent,2017,Saudi,Grey,Full,1.6,Gas,Automatic,140000,Jeddah,30000
Daihatsu,Gran Max,2015,Saudi,White,Standard,1.5,Gas,Automatic,53000,Jeddah,30000
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,187000,Jeddah,29000
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,92000,Jeddah,28500
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,135000,Jeddah,27500
Nissan,Sunny,2018,Saudi,Another Color,Standard,1.5,Gas,Automatic,106000,Jeddah,24500
Mitsubishi,Attrage,2018,Saudi,Silver,Standard,1.2,Gas,Automatic,159000,Jeddah,22000
Kia,Sportage,2017,Other,Silver,Full,1.6,Diesel,Automatic,53312,Qassim,61000
Toyota,Land Cruiser 70,2014,Saudi,Another Color,Semi Full,4.0,Gas,Manual,70000,Dammam,69000
Nissan,Sunny,2020,Saudi,Silver,Standard,1.5,Gas,Automatic,8500,Riyadh,33000
Hyundai,Azera,2018,Saudi,White,Standard,3.0,Gas,Automatic,147000,Riyadh,75000
Ford,Echo Sport,2020,Gulf Arabic,Silver,Standard,1.5,Gas,Automatic,2819,Dammam,59000
Lexus,LS,2018,Gulf Arabic,White,Full,3.5,Gas,Automatic,55000,Dammam,298000
Hyundai,Sonata,2018,Saudi,Silver,Semi Full,2.4,Gas,Automatic,55000,Riyadh,57000
GMC,Yukon,2013,Saudi,Black,Semi Full,5.3,Gas,Automatic,289000,Dammam,55000
Toyota,Camry,2018,Saudi,Bronze,Standard,2.5,Gas,Automatic,179000,Dammam,76000
Ford,Victoria,2012,Saudi,White,Semi Full,5.0,Gas,Automatic,318000,Dammam,35000
BMW,The 6,2016,Saudi,Grey,Semi Full,3.0,Gas,Automatic,39000,Riyadh,190000
Toyota,Camry,2010,Saudi,Grey,Semi Full,2.5,Gas,Automatic,240000,Dammam,30000
Volkswagen,Passat,2013,Saudi,Blue,Standard,2.5,Gas,Automatic,160000,Jeddah,35000
Renault,Fluence,2015,Saudi,White,Semi Full,1.6,Gas,Automatic,132000,Riyadh,23000
Lexus,ES,2008,Saudi,White,Full,3.5,Gas,Automatic,390000,Dammam,36000
Mercedes,E,2019,Other,White,Standard,2.0,Diesel,Automatic,28000,Riyadh,185000
Chrysler,C300,2018,Saudi,Black,Full,5.7,Gas,Automatic,34000,Riyadh,80000
Hyundai,Sonata,2016,Other,Black,Full,2.0,Diesel,Automatic,86234,Qassim,60000
Kia,Optima,2015,Saudi,Black,Standard,2.0,Gas,Automatic,72000,Jeddah,43000
Kia,Picanto,2015,Saudi,Grey,Standard,1.0,Gas,Automatic,142000,Al-Medina,18500
Peugeot,Boxer,2016,Saudi,White,Standard,2.8,Diesel,Manual,195000,Riyadh,52000
Kia,Sorento,2016,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,51000,Qassim,62000
Toyota,Land Cruiser,2021,Saudi,White,Full,4.6,Gas,Automatic,6711,Riyadh,290000
Kia,Cadenza,2011,Gulf Arabic,White,Full,3.3,Gas,Automatic,334624,Makkah,27500
Kia,Carnival,2016,Saudi,Black,Full,3.3,Gas,Automatic,120000,Riyadh,70000
Kia,Sportage,2016,Other,Brown,Semi Full,1.7,Diesel,Automatic,90000,Qassim,59000
Lexus,IS,2016,Other,White,Full,3.5,Gas,Automatic,96000,Dammam,108000
HAVAL,H6,2020,Saudi,Blue,Full,1.5,Gas,Automatic,9000,Riyadh,70000
Land Rover,Range Rover,2015,Saudi,Another Color,Full,3.0,Gas,Automatic,71500,Riyadh,265000
GMC,Suburban,2016,Saudi,Bronze,Full,5.3,Gas,Automatic,240000,Riyadh,110000
Chevrolet,Tahoe,2018,Saudi,Grey,Standard,5.3,Gas,Automatic,90000,Dammam,128000
Toyota,Rush,2019,Saudi,Another Color,Full,1.5,Gas,Automatic,40000,Jeddah,57000
Hyundai,Elantra,2009,Saudi,White,Standard,1.0,Gas,Manual,4000,Riyadh,11000
Toyota,Hilux,2014,Saudi,White,Standard,2.7,Gas,Manual,217000,Riyadh,37000
Toyota,Camry,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,303000,Dammam,46000
Kia,Cadenza,2017,Saudi,Black,Full,3.3,Gas,Automatic,88000,Riyadh,83000
Honda,Accord,2019,Gulf Arabic,White,Standard,1.5,Gas,Automatic,28000,Qassim,88000
Hyundai,Sonata,2017,Saudi,Black,Semi Full,2.4,Gas,Automatic,226000,Riyadh,41000
GMC,Yukon,2017,Saudi,Black,Standard,4.0,Gas,Automatic,107,Riyadh,125000
Honda,City,2017,Saudi,White,Standard,1.5,Gas,Automatic,92000,Dammam,28000
Hyundai,Accent,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,114000,Qassim,37000
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,71000,Dammam,27500
Toyota,Hilux,2008,Saudi,White,Standard,2.7,Gas,Manual,533399,Qassim,35000
Toyota,Camry,2017,Gulf Arabic,White,Full,2.5,Gas,Automatic,61811,Qassim,68000
Toyota,Furniture,2020,Saudi,White,Semi Full,2.7,Gas,Automatic,25000,Dammam,110000
Hyundai,Accent,2019,Saudi,Blue,Standard,1.4,Gas,Automatic,7000,Dammam,42500
Audi,A8,2015,Saudi,Brown,Full,3.0,Gas,Automatic,85000,Makkah,180000
Chevrolet,Tahoe,2007,Saudi,White,Full,5.3,Gas,Automatic,35000,Tabouk,35000
Mazda,3,2018,Gulf Arabic,Navy,Semi Full,1.6,Gas,Automatic,70000,Jeddah,46000
Lexus,ES,2015,Saudi,Brown,Semi Full,3.5,Gas,Automatic,246398,Riyadh,85000
Toyota,Furniture,2010,Saudi,Silver,Full,2.7,Gas,Manual,450000,Aseer,38000
Hyundai,H1,2015,Saudi,White,Standard,2.4,Gas,Automatic,144000,Riyadh,50000
Nissan,VTC,2006,Saudi,Brown,Standard,4.0,Gas,Automatic,317109,Riyadh,35000
Fiat,Doblo,2016,Saudi,White,Standard,1.4,Gas,Manual,28400,Riyadh,20000
MG,RX8,2021,Saudi,White,Full,2.0,Gas,Automatic,4000,Aseer,105000
GMC,Yukon,2010,Saudi,Black,Semi Full,4.5,Gas,Automatic,115000,Jazan,80000
Chevrolet,Aveo,2017,Other,Silver,Semi Full,1.6,Gas,Automatic,118000,Riyadh,20000
Ford,Explorer,2010,Other,Another Color,Standard,6.6,Gas,Automatic,190000,Jeddah,20000
Toyota,Land Cruiser,2006,Gulf Arabic,Blue,Full,4.6,Gas,Automatic,285,Al-Baha,65000
Kia,Cerato,2016,Saudi,White,Semi Full,1.6,Gas,Automatic,159,Jeddah,33000
GMC,Sierra,2015,Saudi,Black,Full,5.3,Gas,Automatic,112000,Aseer,77000
Lexus,RX,2017,Saudi,Black,Semi Full,3.5,Gas,Automatic,71000,Riyadh,130000
Toyota,Land Cruiser,2014,Gulf Arabic,White,Semi Full,4.6,Gas,Automatic,270000,Riyadh,86000
Peugeot,5008,2018,Saudi,Bronze,Semi Full,1.6,Gas,Automatic,34000,Riyadh,85000
Nissan,Armada,2007,Saudi,Black,Standard,5.6,Gas,Automatic,240000,Riyadh,30000
Genesis,G80,2016,Saudi,Blue,Standard,3.8,Gas,Automatic,140000,Makkah,84000
Hyundai,Senta fe,2016,Other,Navy,Semi Full,3.3,Diesel,Automatic,50100,Riyadh,69000
Hyundai,Sonata,2018,Gulf Arabic,White,Full,2.4,Gas,Automatic,130000,Makkah,1503
Changan,CS95,2020,Saudi,Black,Semi Full,2.0,Gas,Automatic,45000,Hafar Al-Batin,88000
Chevrolet,Cruze,2013,Saudi,Brown,Standard,1.6,Gas,Automatic,181000,Makkah,10000
Toyota,Prado,2013,Gulf Arabic,Golden,Semi Full,4.0,Gas,Automatic,270000,Riyadh,80000
Dodge,Durango,2012,Other,Blue,Semi Full,5.7,Gas,Automatic,315,Riyadh,20000
Toyota,Land Cruiser,2007,Other,White,Full,4.6,Gas,Manual,160000,Jazan,125000
Mercedes,E,2018,Gulf Arabic,Black,Semi Full,2.0,Gas,Automatic,250000,Jeddah,105000
Chevrolet,Tahoe,2013,Saudi,Golden,Semi Full,5.3,Gas,Automatic,248000,Al-Ahsa,49000
Chevrolet,Blazer,2005,Other,Blue,Full,2.0,Gas,Automatic,213000,Abha,13500
Toyota,FJ,2015,Gulf Arabic,White,Full,4.0,Gas,Automatic,200000,Aseer,88000
Chevrolet,Cruze,2010,Saudi,White,Standard,1.8,Gas,Manual,184700,Riyadh,11000
Porsche,Cayenne,2009,Saudi,Black,Full,3.6,Gas,Automatic,277000,Jeddah,42000
Ford,Mustang,2007,Saudi,Red,Full,4.6,Gas,Automatic,195,Makkah,27000
Ford,Expedition,2014,Saudi,Grey,Semi Full,5.4,Gas,Automatic,150000,Riyadh,52000
GMC,Yukon,2018,Saudi,Another Color,Standard,5.5,Gas,Automatic,88000,Riyadh,145000
Toyota,Avanza,2016,Saudi,White,Standard,1.6,Gas,Automatic,160000,Riyadh,28000
Chevrolet,Impala,2015,Saudi,Blue,Full,3.6,Gas,Automatic,212000,Riyadh,64000
Toyota,Camry,2013,Saudi,Another Color,Standard,2.5,Gas,Automatic,376580,Jazan,28000
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,19190,Jeddah,55000
Nissan,Datsun,2013,Gulf Arabic,White,Semi Full,2.4,Gas,Manual,300,Makkah,23000
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,119000,Hail,55000
Toyota,Camry,2011,Saudi,Silver,Semi Full,2.4,Gas,Manual,85000,Aseer,52000
Toyota,Land Cruiser,2011,Saudi,White,Full,4.6,Gas,Automatic,145000,Dammam,95000
Nissan,Sentra,2018,Saudi,Silver,Semi Full,1.6,Gas,Automatic,78000,Riyadh,38000
Nissan,Maxima,2000,Saudi,Silver,Standard,3.5,Gas,Manual,400000,Jeddah,12500
Toyota,Corolla,2017,Saudi,Golden,Semi Full,1.6,Gas,Automatic,107000,Riyadh,39000
Nissan,KICKS,2020,Saudi,Grey,Semi Full,1.6,Gas,Automatic,200,Riyadh,66000
HAVAL,H6,2020,Saudi,Black,Semi Full,2.0,Gas,Automatic,5000,Dammam,70000
Chevrolet,Tahoe,2009,Saudi,Black,Standard,5.3,Gas,Automatic,400,Riyadh,35000
Ford,Expedition,2009,Saudi,Red,Standard,5.4,Gas,Automatic,360,Riyadh,32000
Chevrolet,Suburban,2009,Saudi,White,Standard,5.3,Gas,Automatic,255,Riyadh,36000
Ford,Explorer,2015,Saudi,Navy,Full,2.0,Gas,Automatic,40000,Qassim,90000
Peugeot,3008,2014,Saudi,Grey,Full,1.5,Gas,Automatic,76335,Riyadh,30000
Mercury,Grand Marquis,2007,Other,Golden,Full,4.6,Gas,Automatic,570000,Riyadh,24000
Chevrolet,Caprice,2009,Saudi,White,Semi Full,6.0,Gas,Automatic,135000,Riyadh,32000
Lexus,LS,2015,Saudi,Another Color,Full,4.6,Gas,Automatic,103000,Khobar,170000
Dodge,Durango,2016,Saudi,White,Standard,3.6,Gas,Automatic,61000,Jeddah,72000
Ford,Taurus,2016,Saudi,Another Color,Semi Full,3.5,Gas,Automatic,175000,Makkah,56008
Toyota,Hilux,2016,Saudi,White,Full,2.8,Gas,Automatic,97000,Jeddah,91000
Mazda,6,2016,Other,Silver,Full,2.5,Gas,Automatic,199000,Tabouk,42000
Nissan,Datsun,2016,Gulf Arabic,White,Semi Full,2.4,Gas,Manual,71000,Makkah,40000
Nissan,Patrol,2021,Saudi,Silver,Full,4.0,Gas,Automatic,5000,Al-Ahsa,3772
Nissan,Sunny,2019,Saudi,White,Semi Full,1.5,Gas,Automatic,116000,Riyadh,30000
Toyota,Prado,2014,Saudi,Another Color,Semi Full,2.7,Gas,Automatic,198000,Jeddah,76000
Chevrolet,Tahoe,2011,Saudi,Grey,Standard,5.3,Gas,Automatic,304000,Jubail,50000
Chevrolet,Spark,2012,Other,White,Semi Full,4.2,Gas,Manual,217912,Dammam,9500
Nissan,Navara,2015,Other,White,Full,2.5,Gas,Automatic,19000,Jeddah,38000
Ford,Taurus,2017,Other,White,Semi Full,3.5,Gas,Automatic,61000,Dammam,73000
BMW,The 3,2013,Saudi,White,Semi Full,2.0,Gas,Automatic,156000,Riyadh,45000
Mazda,CX5,2014,Gulf Arabic,Silver,Standard,2.5,Gas,Automatic,110000,Riyadh,41000
Toyota,Furniture,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,18000,Dammam,128500
Mercedes,E,2021,Saudi,Black,Full,2.0,Gas,Automatic,7000,Riyadh,290000
Ford,Echo Sport,2016,Saudi,Black,Standard,1.5,Gas,Automatic,217000,Riyadh,25000
GMC,Sierra,2006,Gulf Arabic,White,Semi Full,5.3,Gas,Automatic,283000,Dammam,29000
BMW,The 5,2019,Saudi,Grey,Full,2.0,Gas,Automatic,40000,Jeddah,220000
Toyota,Yaris,2020,Saudi,Brown,Full,1.5,Gas,Automatic,2100,Dammam,50000
Toyota,Ciocca,2016,Saudi,White,Full,5.7,Gas,Automatic,134000,Riyadh,90000
Hyundai,Sonata,2020,Saudi,Grey,Standard,2.0,Gas,Automatic,7000,Jeddah,1010
Hyundai,Accent,2019,Saudi,Grey,Standard,1.4,Gas,Automatic,77000,Jeddah,38000
Mitsubishi,Pajero,2015,Saudi,Brown,Standard,3.5,Gas,Automatic,264000,Khobar,38000
Toyota,Camry,2019,Saudi,Brown,Standard,2.5,Gas,Automatic,47000,Riyadh,67000
Hyundai,Bus County,2016,Saudi,Bronze,Full,3.0,Diesel,Manual,44000,Jeddah,97000
Hyundai,Elantra,2020,Saudi,White,Standard,2.0,Gas,Automatic,142000,Dammam,53000
Chrysler,S300,2015,Other,White,Semi Full,3.6,Gas,Automatic,109000,Dammam,74000
Ford,Ranger,2011,Saudi,White,Full,2.5,Gas,Manual,168000,Riyadh,24000
Mazda,3,2019,Saudi,Grey,Standard,2.0,Gas,Automatic,101000,Al-Medina,44000
Changan,Seven,2020,Saudi,White,Standard,1.4,Gas,Automatic,41600,Riyadh,28000
Toyota,Aurion,2014,Saudi,White,Standard,1.0,Gas,Automatic,245,Makkah,55000
Fiat,500,2019,Saudi,Another Color,Full,1.4,Gas,Automatic,17000,Dammam,70000
Toyota,Hiace,2010,Saudi,White,Standard,2.7,Gas,Manual,573000,Riyadh,37000
Hyundai,Accent,2017,Saudi,White,Semi Full,1.4,Gas,Automatic,183000,Dammam,24500
Lexus,ES,2021,Saudi,Silver,Standard,2.5,Gas,Automatic,13500,Jazan,172500
Ford,Taurus,2010,Saudi,Grey,Semi Full,4.4,Gas,Automatic,10000,Al-Namas,25000
Nissan,X-Trail,2020,Saudi,Brown,Semi Full,2.5,Gas,Automatic,24000,Al-Medina,70000
Kia,Rio,2019,Saudi,Bronze,Standard,1.4,Gas,Automatic,72000,Dammam,36500
INFINITI,QX,2012,Saudi,Oily,Full,5.4,Gas,Automatic,205000,Riyadh,77000
Nissan,Sunny,2019,Saudi,Brown,Standard,1.5,Gas,Automatic,42000,Dammam,34000
Ford,Expedition,2016,Saudi,White,Semi Full,5.4,Gas,Automatic,109000,Riyadh,72000
Mercedes,S,2009,Saudi,Brown,Full,3.5,Gas,Automatic,174000,Riyadh,72000
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,63000,Qassim,53000
Ford,Taurus,2016,Saudi,Red,Semi Full,3.5,Gas,Automatic,118000,Dammam,65000
BMW,The 7,2014,Gulf Arabic,Silver,Full,2.0,Gas,Automatic,139000,Riyadh,90000
Toyota,Camry,2017,Unknown,White,Standard,2.5,Gas,Automatic,120000,Abha,59000
GMC,Yukon,2010,Saudi,White,Semi Full,5.3,Gas,Automatic,360000,Jazan,22000
Toyota,Land Cruiser,2010,Gulf Arabic,White,Full,4.6,Gas,Automatic,310000,Riyadh,81000
Ford,Expedition,2014,Gulf Arabic,White,Semi Full,5.4,Gas,Automatic,204000,Riyadh,45000
Hyundai,Accent,2019,Saudi,Blue,Standard,1.4,Gas,Automatic,65392,Al-Ahsa,37000
Nissan,VTC,2014,Gulf Arabic,White,Standard,4.8,Gas,Manual,244000,Qassim,50000
Toyota,Corolla,2012,Other,Silver,Standard,1.6,Gas,Automatic,254000,Dammam,21000
BMW,The 7,2012,Saudi,Black,Semi Full,2.0,Gas,Automatic,197000,Jeddah,50000
Renault,Fluence,2015,Saudi,White,Semi Full,1.6,Gas,Automatic,91000,Dammam,20000
Hyundai,Elantra,2015,Gulf Arabic,White,Full,2.0,Gas,Automatic,140,Riyadh,38000
Ford,Expedition,2014,Saudi,Black,Standard,5.4,Gas,Automatic,140,Riyadh,50000
Kia,Rio,2019,Saudi,Bronze,Standard,1.4,Gas,Automatic,55500,Arar,884
Hyundai,Sonata,2016,Gulf Arabic,Grey,Standard,2.4,Gas,Automatic,94000,Makkah,50000
Ford,Marquis,2008,Other,Silver,Full,4.6,Gas,Automatic,171000,Riyadh,27000
Kia,Cadenza,2020,Saudi,Brown,Semi Full,3.3,Gas,Automatic,17000,Yanbu,95000
Nissan,Pathfinder,2002,Saudi,Grey,Semi Full,3.3,Gas,Automatic,550000,Al-Ahsa,10000
Ford,Victoria,2011,Saudi,Black,Standard,4.6,Gas,Automatic,176000,Khobar,50000
Hyundai,Senta fe,2019,Other,White,Full,3.5,Gas,Automatic,10000,Hafar Al-Batin,2357
Toyota,Land Cruiser,2020,Unknown,White,Full,4.6,Gas,Automatic,43000,Riyadh,265000
Volkswagen,Passat,2012,Saudi,Another Color,Semi Full,2.5,Gas,Automatic,216000,Jeddah,22000
Mercedes,S,2010,Other,Grey,Semi Full,5.5,Gas,Automatic,228000,Al-Ahsa,63000
Mercedes,GLE,2016,Saudi,Silver,Semi Full,3.0,Gas,Automatic,71000,Aseer,138000
Hummer,H-2,2008,Saudi,Blue,Full,6.2,Gas,Automatic,208,Riyadh,96000
Chevrolet,Traverse,2011,Other,Another Color,Standard,3.6,Gas,Automatic,320000,Riyadh,23000
Toyota,Camry,2008,Saudi,White,Full,2.4,Gas,Manual,360000,Makkah,19000
Toyota,Rav4,2014,Saudi,Black,Full,2.5,Gas,Automatic,155,Riyadh,55000
Nissan,Patrol,2009,Saudi,White,Semi Full,4.0,Gas,Automatic,400000,Al-Namas,50000
Lexus,LX,2015,Saudi,White,Full,5.7,Gas,Automatic,248,Aseer,200000
GMC,Yukon,2004,Saudi,Silver,Full,5.3,Gas,Automatic,470000,Dammam,33000
Geely,Emgrand,2019,Saudi,Blue,Semi Full,1.8,Gas,Automatic,70000,Riyadh,35000
Nissan,Altima,2014,Saudi,Brown,Semi Full,2.5,Gas,Automatic,139000,Riyadh,36000
Toyota,Prado,2016,Saudi,White,Semi Full,6.0,Gas,Automatic,180,Qassim,91000
Lexus,LS,2016,Other,Silver,Full,4.7,Gas,Automatic,19000,Dammam,235000
GMC,Acadia,2017,Saudi,White,Semi Full,3.6,Gas,Automatic,298000,Aseer,75000
Toyota,Avalon,2015,Gulf Arabic,White,Full,3.5,Gas,Automatic,100000,Riyadh,87000
Toyota,Land Cruiser,2013,Gulf Arabic,White,Full,1.0,Gas,Automatic,495,Riyadh,90000
Mercedes,SL,2017,Saudi,Red,Full,4.7,Gas,Automatic,81000,Jeddah,265000
Honda,Odyssey,2020,Saudi,Another Color,Standard,3.5,Gas,Automatic,40000,Jeddah,100000
Toyota,Avanza,2016,Saudi,Blue,Standard,1.6,Gas,Automatic,217,Jeddah,37500
Kia,Carnival,2019,Gulf Arabic,White,Semi Full,3.6,Gas,Automatic,99000,Riyadh,2141
Toyota,Land Cruiser,2018,Saudi,White,Full,3.8,Gas,Automatic,60048,Jeddah,173000
Toyota,Hilux,2014,Saudi,White,Full,2.7,Gas,Manual,180000,Jeddah,52000
Toyota,Land Cruiser Pickup,2013,Saudi,Another Color,Full,4.0,Gas,Manual,73000,Jeddah,103000
Lexus,ES,2016,Other,Grey,Full,3.5,Gas,Automatic,50000,Dammam,127000
Hyundai,Sonata,2011,Saudi,Grey,Semi Full,2.4,Gas,Automatic,450,Aseer,18000
Mazda,6,2019,Saudi,Black,Standard,2.5,Gas,Automatic,66000,Dammam,72000
Toyota,Land Cruiser 70,2011,Saudi,White,Semi Full,4.0,Gas,Manual,352500,Hail,58000
Mercedes,C,2015,Other,White,Full,2.0,Gas,Automatic,82000,Dammam,109000
MG,5,2021,Saudi,Black,Semi Full,1.5,Gas,Automatic,3400,Al-Baha,42000
Toyota,Prado,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,7000,Qassim,172000
Toyota,Land Cruiser Pickup,2017,Gulf Arabic,Bronze,Standard,4.0,Gas,Manual,25471,Qassim,122000
Mazda,CX9,2015,Saudi,Grey,Full,2.5,Gas,Automatic,62000,Qassim,76000
Toyota,FJ,2015,Saudi,White,Full,2.7,Gas,Automatic,230000,Qassim,85000
